Time (UTC),DA_Load_MW,Actual_Load_MW,Solar_MW,Wind_MW,DA_Price_EUR_MWh,temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (m/s),surface_pressure (hPa),precipitation (mm),shortwave_radiation (W/m²)
1/13/2017 18:00,9795,9436,0,2308,47.7675,-8.3,81,1.39,847.3,0.4,0
1/13/2017 19:00,9163,8836,0,2342,39.845,-8.5,84,1.32,847.7,0.5,0
1/13/2017 20:00,8573,8246,0,2203,35.7375,-8.7,87,1.43,847.6,0.6,0
1/13/2017 21:00,8504,8182,0,2270,33.995,-8.6,88,1.58,848.1,0.6,0
1/13/2017 22:00,8082,7714,0,2406,28.175,-8.7,89,1.49,848.5,0.5,0
1/13/2017 23:00,7764,7359,0,2428,29.58,-8.7,89,1.63,848.8,0.4,0
1/14/2017 0:00,7452,7079,0,2365,28.4925,-9.6,82,1.82,848.8,0.3,0
1/14/2017 1:00,7251,6855,0,2312,26.4925,-9.5,84,1.14,849.1,0.1,0
1/14/2017 2:00,7070,6654,0,2384,23.9975,-8.6,80,1.17,849.9,0,0
1/14/2017 3:00,7113,6632,0,2230,23.9975,-12,84,1.75,848,0,0
1/14/2017 4:00,7369,6842,0,1868,23.9975,-10.8,79,1.1,848.5,0,0
1/14/2017 5:00,7862,7124,0,1614,22.995,-10.3,76,1.3,848.7,0,0
1/14/2017 6:00,8483,7822,8,1140,28.0825,-9.9,73,1.53,849,0,0
1/14/2017 7:00,8883,8213,14,514,33.1725,-11.5,76,1.51,848.8,0,0
1/14/2017 8:00,9094,8604,36,284,36.7525,-9.4,74,1.58,850.6,0.2,34
1/14/2017 9:00,9107,8786,62,332,37.485,-8.5,75,1.42,851.6,0.4,57
1/14/2017 10:00,9088,8874,77,456,38.15,-7.8,75,1.41,852.2,0.6,91
1/14/2017 11:00,8919,8647,84,600,36.385,-7,73,1.8,852.5,0.5,163
1/14/2017 12:00,8739,8524,79,956,35.135,-5.7,75,2.3,852.9,0.4,161
1/14/2017 13:00,8690,8440,63,1316,32.9325,-5.4,71,2.06,853.1,0.3,148
1/14/2017 14:00,8847,8462,37,1778,34.2675,-5.4,69,2.52,853.6,0.2,142
1/14/2017 15:00,9392,8666,15,2033,40.8225,-6.4,79,1.3,854.1,0.2,46
1/14/2017 16:00,9716,9006,8,1892,44.03,-7.3,80,1.21,854.3,0.1,8
1/14/2017 17:00,9294,8879,8,1980,44.0025,-8.1,80,1.17,854.5,0.2,0
1/14/2017 18:00,8742,8334,0,1618,39.8225,-7.8,76,1.3,855.2,0.1,0
1/14/2017 19:00,8352,7881,0,1509,34.7925,-10,83,1.49,854.6,0.1,0
1/14/2017 20:00,7916,7509,0,1484,32.165,-11.7,78,1.77,854.2,0.3,0
1/14/2017 21:00,7949,7516,0,1280,34.345,-12,81,1.55,854.7,0.4,0
1/14/2017 22:00,7548,7090,0,1241,31.405,-12,83,1.4,855.1,0.1,0
1/14/2017 23:00,7175,6764,0,1070,28.1175,-12.3,84,1.73,855.1,0.1,0
1/15/2017 0:00,6796,6505,0,1163,27.48,-12.1,73,1.63,855.7,0.2,0
1/15/2017 1:00,6623,6364,0,1098,26.6,-12.9,77,1.32,855.6,0.2,0
1/15/2017 2:00,6423,6176,0,1080,26.2025,-14,79,1.51,855.4,0.3,0
1/15/2017 3:00,6420,6126,0,1108,27.1375,-13.5,77,1.3,855.9,0.3,0
1/15/2017 4:00,6537,6292,0,1130,27.5,-13.6,78,1.32,855.9,0,0
1/15/2017 5:00,6716,6396,0,1213,28.53,-15.8,81,1.73,854.9,0,0
1/15/2017 6:00,7203,6942,8,1118,31.3675,-14.1,78,1.43,856.5,0,0
1/15/2017 7:00,7524,7267,14,994,35.77,-15.5,81,1.63,856.3,0.1,0
1/15/2017 8:00,7824,7688,40,889,39.375,-13.8,82,1.22,857.8,0.1,38
1/15/2017 9:00,8002,7983,82,1075,40.7275,-10.8,70,1.39,860,0,150
1/15/2017 10:00,8068,8124,117,1146,44.56,-11.4,74,1.43,859.5,0,263
1/15/2017 11:00,7882,7932,130,1120,43.0025,-8.5,62,1.4,860.1,0,336
1/15/2017 12:00,7679,7643,117,1134,39.605,-6.8,58,1.92,861,0,333
1/15/2017 13:00,7592,7450,86,904,39.525,-6.9,54,1.61,860.5,0,274
1/15/2017 14:00,7669,7444,48,914,40.785,-7.2,58,1.2,860.5,0.1,168
1/15/2017 15:00,8063,7716,18,871,48.18,-7.1,58,1.06,861,0,100
1/15/2017 16:00,8499,8271,8,818,54.465,-10.3,67,1.24,859.5,0,16
1/15/2017 17:00,8561,8370,8,841,59,-11.6,70,1.72,859.1,0.1,0
1/15/2017 18:00,8292,8078,0,684,56.175,-11.2,71,1.53,859.7,0.2,0
1/15/2017 19:00,7924,7742,0,556,47.945,-12.8,75,1.2,859.2,0.1,0
1/15/2017 20:00,7589,7431,0,459,41.685,-13,74,1.14,859.2,0.2,0
1/15/2017 21:00,7734,7578,0,398,44.09,-14.4,76,1.26,858.7,0.1,0
1/15/2017 22:00,7360,7226,0,331,38.2775,-14.9,77,1.36,858.4,0.2,0
1/15/2017 23:00,7320,6948,0,305,38.325,-16.1,79,1.21,857.8,0.2,0
1/16/2017 0:00,6990,6740,0,322,36.9175,-14.7,81,1.84,858.6,0.1,0
1/16/2017 1:00,6864,6657,0,382,36.885,-16.9,82,1.66,857.1,0,0
1/16/2017 2:00,6743,6539,0,365,36.0975,-16.6,81,1.5,857.2,0,0
1/16/2017 3:00,6974,6755,0,321,37.2175,-17.8,81,1.44,856.3,0,0
1/16/2017 4:00,7674,7518,0,253,38.6425,-17.9,80,1.08,856.2,0,0
1/16/2017 5:00,8723,8560,0,153,52,-19.1,81,1.39,855.8,0,0
1/16/2017 6:00,9768,9689,8,97,76.945,-19.9,82,1.79,855.7,0,0
1/16/2017 7:00,10049,10040,14,77,89.1225,-19.6,82,1.8,856.2,0,0
1/16/2017 8:00,10100,10149,38,74,84.985,-18.2,82,1.42,857.5,0,53
1/16/2017 9:00,10154,10212,78,58,85.3,-13.6,67,0.8,860.6,0,137
1/16/2017 10:00,10138,10193,109,34,82.4,-11.7,63,0.63,861.5,0.1,189
1/16/2017 11:00,9972,10032,114,52,77.685,-11.8,72,0.73,860.7,0.1,209
1/16/2017 12:00,9816,9960,103,90,70.8225,-10.5,71,0.45,861.4,0,245
1/16/2017 13:00,9780,9875,78,113,69.0975,-10.7,74,0.58,860.9,0,182
1/16/2017 14:00,9863,9852,43,155,70.6075,-9.9,70,0.73,861,0.1,136
1/16/2017 15:00,10159,9959,16,268,70.5475,-10.3,75,0.85,860.8,0.1,67
1/16/2017 16:00,10440,10294,8,419,108.7425,-10.8,75,1.36,861.1,0.1,11
1/16/2017 17:00,10291,10174,8,541,95.2425,-10.4,77,1.02,861.7,0.1,0
1/16/2017 18:00,9804,9596,0,576,85.495,-10.6,80,1.17,861.7,0.1,0
1/16/2017 19:00,9283,8966,0,651,71.335,-10.9,82,1.14,861.9,0.1,0
1/16/2017 20:00,8747,8342,0,733,52,-12.4,87,1.24,861.7,0.1,0
1/16/2017 21:00,8522,8187,0,816,49.78,-11.9,89,1.13,862.5,0,0
1/16/2017 22:00,8022,7775,0,938,39.995,-12.7,90,0.82,862.2,0.1,0
1/16/2017 23:00,7808,7556,0,1006,45.9275,-12.2,90,0.6,862.8,0.2,0
1/17/2017 0:00,7520,7290,0,1119,44.9975,-12.1,88,0.64,863.6,0.2,0
1/17/2017 1:00,7360,7181,0,1290,40.6175,-13.1,87,0.71,863.2,0.1,0
1/17/2017 2:00,7222,7040,0,1394,40.5225,-12.4,86,0.54,863.8,0.1,0
1/17/2017 3:00,7379,7155,0,1358,40.2475,-12.9,85,0.64,863.4,0.1,0
1/17/2017 4:00,8064,7827,0,1324,41.3175,-13.2,84,0.54,863.7,0.1,0
1/17/2017 5:00,9164,8783,0,1396,67.8575,-12.6,83,0.5,864.3,0.1,0
1/17/2017 6:00,10100,9853,8,1474,101.115,-13.5,85,0.32,864.2,0.1,0
1/17/2017 7:00,10416,10263,13,1462,125.9975,-12.9,84,0.32,864.8,0.2,0
1/17/2017 8:00,10456,10328,32,1459,118.9825,-12.6,83,0.4,865.6,0.1,23
1/17/2017 9:00,10448,10390,60,1427,111.72,-10.8,79,0.22,866.9,0.1,75
1/17/2017 10:00,10362,10405,84,1218,111.1275,-10,71,1.03,867,0.1,138
1/17/2017 11:00,10138,10275,94,1084,105.73,-9,61,1.7,867.1,0.1,208
1/17/2017 12:00,10064,10224,87,1090,101.0825,-8.7,60,2.2,868,0.1,195
1/17/2017 13:00,10026,10129,66,1262,100.945,-8.8,60,1.97,867.7,0.1,147
1/17/2017 14:00,10080,10082,38,1368,106.36,-8.7,61,1.89,867.8,0.1,130
1/17/2017 15:00,10363,10118,15,1486,110.2975,-9.9,72,1.14,867.6,0.1,62
1/17/2017 16:00,10671,10417,8,1588,132.995,-11.5,77,1.3,867.5,0.1,9
1/17/2017 17:00,10568,10256,8,1570,118.8525,-11.6,79,1.33,867.7,0.1,0
1/17/2017 18:00,10057,9712,0,1496,110,-10.4,79,0.89,868.8,0.1,0
1/17/2017 19:00,9462,9068,0,1421,76.45,-10.8,80,0.92,869.1,0,0
1/17/2017 20:00,8813,8516,0,1562,59.9575,-12.3,82,1.24,868.6,0,0
1/17/2017 21:00,8651,8534,0,1534,50.41,-14.2,81,1.21,868,0,0
1/17/2017 22:00,8115,8024,0,1448,37.9575,-14.6,79,0.99,868.1,0,0
1/17/2017 23:00,8082,7748,0,1412,41.0425,-14.9,76,0.92,868.1,0,0
1/18/2017 0:00,7780,7477,0,1342,38.925,-14.9,74,1.21,869,0,0
1/18/2017 1:00,7590,7318,0,1300,36.85,-15.6,75,1.08,868.4,0,0
1/18/2017 2:00,7460,7146,0,1222,36.0025,-15.8,76,1.3,868.3,0,0
1/18/2017 3:00,7634,7220,0,1255,37.045,-16.9,76,1.36,867.6,0,0
1/18/2017 4:00,8270,7876,0,1196,39.135,-17.2,77,1.5,867.2,0,0
1/18/2017 5:00,9377,8919,0,987,58.1825,-18,78,1.5,866.4,0,0
1/18/2017 6:00,10289,9915,8,834,101.425,-18.1,79,1.49,866.5,0,0
1/18/2017 7:00,10574,10254,13,708,115.25,-18.5,78,1.35,866.5,0,1
1/18/2017 8:00,10606,10363,36,531,116.8625,-17.7,77,0.99,867.3,0,58
1/18/2017 9:00,10576,10386,68,479,108.6575,-12.9,59,1.04,869.8,0,151
1/18/2017 10:00,10479,10361,93,478,106.9,-10,49,0.76,871.2,0,258
1/18/2017 11:00,10289,10233,107,451,97.425,-10.1,52,1.22,869.6,0,346
1/18/2017 12:00,10241,10185,98,426,95.1325,-7,54,1.14,871.3,0,361
1/18/2017 13:00,10227,10084,71,427,93.9825,-8.6,61,1.34,869.8,0,327
1/18/2017 14:00,10320,10023,40,444,98.5175,-9,64,1.62,869.4,0,244
1/18/2017 15:00,10731,10119,16,503,105.48,-10.7,71,1.72,868.8,0,128
1/18/2017 16:00,11031,10454,8,615,129.55,-12.9,77,1.21,867.8,0,21
1/18/2017 17:00,10749,10297,8,662,130.1575,-12.3,78,1.14,868,0,0
1/18/2017 18:00,10156,9698,0,600,113.71,-13.9,81,1.56,867.2,0,0
1/18/2017 19:00,9564,9167,0,592,80.24,-14.6,83,1.77,867.1,0,0
1/18/2017 20:00,8944,8655,0,672,53.6625,-14.7,83,1.77,867.2,0,0
1/18/2017 21:00,8814,8623,0,758,48.905,-14.4,82,1.84,867.9,0,0
1/18/2017 22:00,8306,8169,0,738,39.36,-14,81,1.84,868.3,0,0
1/18/2017 23:00,8368,7831,0,560,40.535,-13.8,83,1.86,868.3,0,0
1/19/2017 0:00,8050,7562,0,386,39.64,-15.1,84,1.77,867.5,0,0
1/19/2017 1:00,7836,7471,0,413,38.0325,-13.5,85,1.77,868.6,0,0
1/19/2017 2:00,7708,7282,0,423,36.125,-13.4,87,1.7,868.8,0,0
1/19/2017 3:00,7888,7394,0,370,37.1025,-13.5,89,1.63,869,0,0
1/19/2017 4:00,8491,8073,0,359,38.93,-13.9,89,1.7,868.9,0,0
1/19/2017 5:00,9578,9134,0,430,55.1925,-14,88,1.84,868.4,0,0
1/19/2017 6:00,10473,10098,8,494,92.125,-14.2,88,1.91,868.2,0,0
1/19/2017 7:00,10751,10428,13,407,98.4425,-14.3,88,1.92,868.2,0,1
1/19/2017 8:00,10782,10391,36,243,93.3125,-13.2,84,1.58,869.3,0,61
1/19/2017 9:00,10738,10388,75,118,89.9925,-11.9,73,1.97,870,0,178
1/19/2017 10:00,10610,10266,110,72,91.855,-5.8,55,1.32,872.8,0,291
1/19/2017 11:00,10441,10028,126,57,87.9725,-4.1,50,1.3,872.3,0,358
1/19/2017 12:00,10402,9897,116,61,88.8075,-2.9,54,0.9,872.5,0,372
1/19/2017 13:00,10420,9780,85,51,87.365,-5.9,64,1.92,870.3,0,332
1/19/2017 14:00,10554,9766,46,55,93.5725,-5.8,61,1.71,870.5,0,250
1/19/2017 15:00,11103,9919,17,76,97.03,-5.8,63,1.71,871,0,132
1/19/2017 16:00,11424,10447,8,118,117.3125,-7.4,69,1.84,870.5,0,23
1/19/2017 17:00,10972,10362,8,114,109.8275,-8.7,76,2.22,870,0,0
1/19/2017 18:00,10302,9860,0,71,96.5075,-9.7,79,2.36,869.8,0,0
1/19/2017 19:00,9730,9238,0,52,82.3075,-10.3,80,2.22,869.7,0,0
1/19/2017 20:00,9117,8680,0,50,58.0325,-10.9,80,2.2,869.8,0,0
1/19/2017 21:00,9027,8698,0,49,51,-11.4,81,2.19,869.5,0,0
1/19/2017 22:00,8538,8278,0,49,44.6525,-11.9,81,2.19,869.2,0,0
1/19/2017 23:00,8673,7975,0,44,39.055,-12.5,82,2.12,868.8,0,0
1/20/2017 0:00,8327,7734,0,41,38.68,-12.4,84,2.27,869.5,0,0
1/20/2017 1:00,8146,7572,0,44,37.1275,-12,84,2.06,869.9,0,0
1/20/2017 2:00,7975,7390,0,50,36.1375,-12.1,84,2.27,869.8,0,0
1/20/2017 3:00,8157,7400,0,52,37.62,-12.3,84,2.27,869.5,0,0
1/20/2017 4:00,8793,8014,0,55,39.6775,-12.4,84,2.19,869.4,0,0
1/20/2017 5:00,9832,8984,0,62,55.7525,-12.7,85,2.33,868.8,0,0
1/20/2017 6:00,10800,10054,8,66,90.1875,-12.8,85,2.33,868.6,0,0
1/20/2017 7:00,11125,10470,14,66,95.005,-13,85,2.27,868.6,0,1
1/20/2017 8:00,11218,10457,39,60,88.0925,-11.5,81,1.78,869.5,0,65
1/20/2017 9:00,11276,10436,82,58,84.045,-10.4,72,1.7,870.2,0,188
1/20/2017 10:00,11222,10222,119,59,80.3225,-6.5,58,1.51,871.8,0,294
1/20/2017 11:00,11046,9960,136,63,80.845,-4.4,54,1.63,871.6,0,363
1/20/2017 12:00,10808,9679,126,70,75.2925,-1.3,49,1.5,872.6,0,379
1/20/2017 13:00,10670,9495,92,70,72.675,-3.8,56,1.62,870.6,0,341
1/20/2017 14:00,10702,9489,50,105,72.27,-4.1,55,1.68,870.5,0,256
1/20/2017 15:00,11037,9701,18,165,74.995,-4.5,60,1.93,870.7,0,137
1/20/2017 16:00,11237,10228,8,192,91.9275,-6.4,72,2.5,869.6,0,25
1/20/2017 17:00,10858,10124,8,191,91.8,-7.9,81,2.62,868.7,0,0
1/20/2017 18:00,10299,9582,0,209,78.005,-8.8,82,2.48,868.6,0,0
1/20/2017 19:00,9856,8944,0,194,68.4525,-9.4,83,2.33,868.5,0,0
1/20/2017 20:00,9268,8457,0,208,54.3225,-10.1,82,2.27,868.3,0,0
1/20/2017 21:00,9150,8517,0,246,51.8275,-10.6,83,2.33,868,0,0
1/20/2017 22:00,8733,8082,0,272,46.9375,-10.9,83,2.41,867.8,0,0
1/20/2017 23:00,8522,7704,0,264,48.7425,-11.2,83,2.41,867.6,0,0
1/21/2017 0:00,8155,7496,0,216,44.5775,-11,84,2.62,868.4,0,0
1/21/2017 1:00,7962,7307,0,176,43.905,-11,84,2.2,868.3,0,0
1/21/2017 2:00,7721,7002,0,166,41.9825,-11.3,84,2.34,867.8,0,0
1/21/2017 3:00,7762,7014,0,156,41.38,-11.6,85,2.27,867.4,0,0
1/21/2017 4:00,8000,7280,0,188,40.7775,-12.1,86,2.19,866.9,0,0
1/21/2017 5:00,8367,7565,0,212,40.295,-12.4,86,2.12,866.5,0,0
1/21/2017 6:00,9100,8348,8,198,46.1375,-12.8,87,1.98,866.1,0,0
1/21/2017 7:00,9523,8728,14,172,50.9975,-13.4,88,1.77,865.9,0,1
1/21/2017 8:00,9825,9089,37,138,55.3025,-12.5,86,1.28,866.7,0,68
1/21/2017 9:00,9944,9207,77,85,56.565,-9.8,69,1.39,868.2,0,195
1/21/2017 10:00,9948,9165,113,53,56.86,-3.7,47,0.41,871.4,0,304
1/21/2017 11:00,9810,8845,131,74,52.505,-1.5,41,0.63,871.5,0,372
1/21/2017 12:00,9538,8690,122,136,48.995,-1.3,50,0.63,871.2,0,388
1/21/2017 13:00,9416,8506,91,168,48.1725,0,39,0.76,870.9,0,350
1/21/2017 14:00,9504,8501,51,206,51.4975,-0.2,42,1.33,870.4,0,263
1/21/2017 15:00,9864,8467,19,226,60.9975,-5.8,62,1.71,867.5,0,143
1/21/2017 16:00,10092,9044,8,238,68.96,-6,67,2.06,867.3,0,27
1/21/2017 17:00,9732,8999,8,283,71.92,-7.6,79,2.48,866.5,0,0
1/21/2017 18:00,9246,8491,0,340,63.005,-8.6,83,2.33,866.2,0,0
1/21/2017 19:00,8984,8167,0,410,51.185,-9.2,83,2.33,866.1,0,0
1/21/2017 20:00,8554,7799,0,480,44.9975,-9.4,82,2.41,866.1,0,0
1/21/2017 21:00,8578,7906,0,570,47.995,-9.4,80,2.41,866.4,0,0
1/21/2017 22:00,8200,7525,0,644,43.8075,-9.3,76,2.41,866.6,0,0
1/21/2017 23:00,7650,7172,0,651,40.4975,-9.3,74,2.41,866.7,0,0
1/22/2017 0:00,7196,6931,0,662,39.11,-10.1,77,2.56,866.7,0,0
1/22/2017 1:00,7042,6741,0,737,38.825,-9.8,76,2.42,866.6,0,0
1/22/2017 2:00,6807,6543,0,730,36.995,-9.9,76,2.55,866.4,0,0
1/22/2017 3:00,6812,6467,0,753,37.405,-9.8,73,2.62,866.4,0,0
1/22/2017 4:00,6981,6644,0,950,36.9975,-10,73,2.48,865.9,0,0
1/22/2017 5:00,7103,6776,0,1084,35.1225,-10.2,73,2.62,865.3,0,0
1/22/2017 6:00,7668,7329,8,1159,36.995,-10.2,72,2.62,865.2,0,0
1/22/2017 7:00,7985,7825,14,1132,40.0225,-10.1,70,2.62,865.4,0,1
1/22/2017 8:00,8291,8211,40,1057,41.6025,-8.8,64,2.05,866.2,0,70
1/22/2017 9:00,8523,8361,79,1098,43.5,-7.2,58,1.58,866.9,0,197
1/22/2017 10:00,8612,8392,115,1222,45.975,-5.3,56,2.24,867.2,0,308
1/22/2017 11:00,8402,8168,133,1362,43.4975,-2.8,48,1.97,867.5,0,376
1/22/2017 12:00,8165,7803,124,1391,38.1475,1.7,36,2.25,869.3,0,392
1/22/2017 13:00,8086,7546,93,1414,36.9975,-0.2,39,1.75,867.4,0,355
1/22/2017 14:00,8132,7614,53,1364,38.265,-0.4,40,2.02,867.2,0,269
1/22/2017 15:00,8440,7766,20,1350,47.585,-2.1,48,2.25,866.6,0,147
1/22/2017 16:00,8830,8320,8,1375,58.9375,-4,57,2.64,865.5,0,29
1/22/2017 17:00,8934,8470,8,1454,62.095,-5.7,68,2.91,864.7,0,0
1/22/2017 18:00,8682,8183,0,1585,58.01,-6.7,73,2.97,864.4,0,0
1/22/2017 19:00,8407,7949,0,1675,51.505,-7.3,75,2.9,864.1,0,0
1/22/2017 20:00,8054,7646,0,1819,43.9275,-7.9,78,2.69,863.8,0,0
1/22/2017 21:00,8177,7820,0,1873,46.0325,-8.6,80,2.62,863.6,0,0
1/22/2017 22:00,7850,7498,0,1767,41.9275,-9.2,83,2.62,863.4,0,0
1/22/2017 23:00,7874,7208,0,1671,42.3675,-9.6,84,2.62,863,0,0
1/23/2017 0:00,7433,7051,0,1750,40.1425,-9.8,85,2.69,863.4,0,0
1/23/2017 1:00,7292,6934,0,1634,38.375,-10,86,2.33,863.4,0,0
1/23/2017 2:00,7164,6790,0,1446,37.6525,-10.4,86,2.33,863.1,0,0
1/23/2017 3:00,7385,6967,0,1434,34.94,-11,86,2.33,862.7,0,0
1/23/2017 4:00,8103,7649,0,1389,39.1525,-11.4,86,2.26,862,0,0
1/23/2017 5:00,9180,8684,0,1301,55.115,-12,87,2.05,861.3,0,0
1/23/2017 6:00,10215,9863,8,1244,81.4225,-12.8,89,1.7,860.9,0,0
1/23/2017 7:00,10567,10242,13,1150,95.385,-13.6,89,1.49,860.4,0,1
1/23/2017 8:00,10624,10295,31,1002,88.29,-12.6,89,0.99,861.3,0,73
1/23/2017 9:00,10657,10350,60,891,86.4775,-7.5,65,0.67,864.2,0,203
1/23/2017 10:00,10657,10291,85,720,85.845,-4.1,50,0.4,865.7,0,315
1/23/2017 11:00,10490,10107,97,587,83.24,-2.4,43,0.67,865.7,0,383
1/23/2017 12:00,10332,10023,94,496,83.7225,-1.9,47,0.72,865.4,0,400
1/23/2017 13:00,10328,9896,74,377,81.885,-3.2,50,0.94,863.6,0,361
1/23/2017 14:00,10415,9938,44,209,82.885,-2,46,0.89,863.9,0,274
1/23/2017 15:00,10718,10034,17,140,86.005,-2.8,52,0.32,863.5,0,152
1/23/2017 16:00,10906,10493,8,77,99.2575,-3.9,58,0.64,863,0,32
1/23/2017 17:00,10658,10390,8,46,98.425,-4.6,58,1.06,862.9,0,0
1/23/2017 18:00,10255,9822,0,27,87.8525,-5.1,55,1.35,862.7,0,0
1/23/2017 19:00,9812,9217,0,23,70.155,-5.7,53,1.42,862.5,0,0
1/23/2017 20:00,9185,8567,0,19,56.4825,-7.1,51,1.35,861.6,0,0
1/23/2017 21:00,8954,8447,0,20,48.1625,-8.9,51,1.22,860.8,0,0
1/23/2017 22:00,8527,8108,0,11,44.48,-9,49,1.08,860.9,0,0
1/23/2017 23:00,8267,7682,0,6,44.4575,-10,50,1,860.3,0,0
1/24/2017 0:00,7939,7522,0,6,43.0825,-9.1,46,0.64,861.9,0,0
1/24/2017 1:00,7778,7336,0,6,41.6225,-9.6,47,0.86,861.5,0,0
1/24/2017 2:00,7626,7239,0,4,40.025,-11.4,51,1.06,860.6,0,0
1/24/2017 3:00,7805,7247,0,5,40.6375,-11.9,52,0.92,860,0,0
1/24/2017 4:00,8456,7791,0,10,45.2825,-10.7,49,0.85,860.8,0,0
1/24/2017 5:00,9564,8941,0,14,73.2725,-11.1,49,1,860.5,0,0
1/24/2017 6:00,10522,10062,8,31,120.9975,-11.6,50,1,860.6,0,0
1/24/2017 7:00,10830,10488,14,57,138.235,-15.4,58,1.2,858.9,0,2
1/24/2017 8:00,10883,10616,36,77,135.005,-13.9,55,1.14,860.1,0,76
1/24/2017 9:00,10894,10705,74,91,122.905,-10,43,0.99,862.6,0,206
1/24/2017 10:00,10841,10619,110,136,120.5025,-7.3,35,0.2,864.2,0,318
1/24/2017 11:00,10674,10456,128,226,113.1,-5.4,32,0.5,864.8,0,387
1/24/2017 12:00,10572,10411,118,357,110.3,-5,42,0.42,864.8,0,404
1/24/2017 13:00,10517,10298,86,426,105.2525,-4.2,35,0.42,864.7,0,363
1/24/2017 14:00,10580,10279,48,436,104.665,-4.1,38,0.64,864.6,0,276
1/24/2017 15:00,10878,10290,18,505,110.9175,-5,45,0.85,864.5,0,154
1/24/2017 16:00,11081,10632,8,594,141.1175,-6.1,49,0.51,864.8,0,33
1/24/2017 17:00,10809,10503,8,693,143.0975,-7.5,54,0.1,864.8,0,0
1/24/2017 18:00,10310,9935,0,755,123.565,-9.7,60,0.42,864,0,0
1/24/2017 19:00,9830,9278,0,812,86,-11.4,62,0.57,863.4,0,0
1/24/2017 20:00,9206,8632,0,867,69.085,-12.5,63,0.78,863.2,0,0
1/24/2017 21:00,9022,8511,0,886,59.505,-13.5,63,1,862.8,0,0
1/24/2017 22:00,8525,7998,0,890,44,-14.3,63,0.85,862.3,0,0
1/24/2017 23:00,8531,7769,0,765,47.6025,-16.1,67,0.71,861.5,0,0
1/25/2017 0:00,8178,7574,0,660,44.4975,-11.6,58,0.45,864.8,0,0
1/25/2017 1:00,8015,7396,0,650,42.9975,-15.4,68,0.36,862.5,0,0
1/25/2017 2:00,7855,7276,0,700,39.6775,-16.3,71,0.5,861.8,0,0
1/25/2017 3:00,8039,7343,0,660,40.9375,-14.9,71,0.5,862.2,0,0
1/25/2017 4:00,8689,8014,0,632,44.905,-14.9,76,0.57,861.8,0,0
1/25/2017 5:00,9784,8924,0,583,70.4975,-16.3,81,0.85,861,0,0
1/25/2017 6:00,10755,10051,8,565,120.4775,-17.8,82,1.13,859.8,0,0
1/25/2017 7:00,11094,10433,13,491,129.84,-18.4,83,1.13,859.3,0,2
1/25/2017 8:00,11202,10581,35,346,112,-15.8,79,0.92,861,0,77
1/25/2017 9:00,11262,10566,76,211,103.9,-8.9,55,1.39,864.6,0,207
1/25/2017 10:00,11255,10474,115,147,98,-4.4,42,0.72,866.7,0,319
1/25/2017 11:00,11114,10319,136,129,91.06,-1.6,36,0.63,867.1,0,389
1/25/2017 12:00,10999,10230,128,91,87.2425,-1.8,51,0.73,867.1,0,407
1/25/2017 13:00,10918,10123,94,65,87.105,-1.5,46,0.98,866.5,0,369
1/25/2017 14:00,10973,10070,54,53,93.16,-0.6,45,0.42,866.6,0,282
1/25/2017 15:00,11260,10087,20,67,96.2275,-1.4,51,0.4,866.2,0,160
1/25/2017 16:00,11411,10431,8,66,116.995,-8,71,0.92,863.8,0,36
1/25/2017 17:00,11040,10329,8,71,126.7375,-7.9,72,0.86,863.5,0,0
1/25/2017 18:00,10518,9770,0,57,102.2275,-10,81,0.85,863.2,0,0
1/25/2017 19:00,10066,9128,0,36,85.7175,-11.5,84,0.99,862.4,0,0
1/25/2017 20:00,9454,8528,0,31,68.175,-12.5,85,1.2,862,0,0
1/25/2017 21:00,9259,8490,0,24,57.5225,-12.9,85,1.2,861.7,0,0
1/25/2017 22:00,8779,8119,0,26,48.58,-13.1,83,1.06,861.6,0,0
1/25/2017 23:00,8482,7789,0,37,43.015,-13.2,81,1.2,861.2,0,0
1/26/2017 0:00,8143,7522,0,35,39.9725,-12.8,77,1.14,862.8,0,0
1/26/2017 1:00,7979,7358,0,36,38.9625,-12.3,74,1.22,863,0,0
1/26/2017 2:00,7820,7197,0,58,36.6525,-12.1,72,1.42,862.9,0,0
1/26/2017 3:00,8000,7284,0,82,36.6975,-12.1,72,1.42,862.8,0,0
1/26/2017 4:00,8652,7956,0,107,41.0025,-12.2,71,1.5,862.7,0,0
1/26/2017 5:00,9747,9034,0,136,51.115,-12.1,70,2,862.7,0,0
1/26/2017 6:00,10717,9940,8,172,72.075,-12.5,71,1.98,862.2,0,0
1/26/2017 7:00,11048,10258,16,228,71.675,-12.9,73,1.84,862,0,2
1/26/2017 8:00,11148,10359,43,245,68.865,-11.4,70,1.78,862.7,0,77
1/26/2017 9:00,11197,10346,85,246,64.445,-8.4,61,1.66,864.7,0,209
1/26/2017 10:00,11174,10308,124,225,64.595,-5,52,1.39,866.5,0,320
1/26/2017 11:00,11026,10100,143,246,60.9975,-2.5,46,1.3,866.5,0,388
1/26/2017 12:00,10916,9990,134,376,57.8575,-1.4,43,2.95,867.5,0,407
1/26/2017 13:00,10832,9877,102,428,56.18,-1.9,41,2.59,866.8,0,372
1/26/2017 14:00,10887,9866,60,523,59.87,-2.4,43,2.37,866.7,0,285
1/26/2017 15:00,11174,9936,22,684,62.6375,-3.9,49,2.64,866.3,0,158
