Time (UTC),DA_Load_MW,Actual_Load_MW,Solar_MW,Wind_MW,DA_Price_EUR_MWh,temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (m/s),surface_pressure (hPa),precipitation (mm),shortwave_radiation (W/m²)
11/23/2017 2:00,6436,6412,0,310,10.645,-5.2,89,2.12,856.6,0,0
11/23/2017 3:00,6610,6588,0,392,10.935,-5.4,90,1.98,856.2,0,0
11/23/2017 4:00,7292,7309,0,511,16.84,-5.6,91,1.84,855.9,0,0
11/23/2017 5:00,8398,8512,0,490,27.66,-5.6,91,1.63,855.8,0,0
11/23/2017 6:00,9284,9384,12,625,35.9875,-5.8,92,1.56,855.8,0,0
11/23/2017 7:00,9602,9533,51,574,36.4,-6,92,1.63,856,0,12
11/23/2017 8:00,9683,9446,118,545,30.975,-3.1,83,1,857.8,0,120
11/23/2017 9:00,9702,9432,184,488,25.1275,2,66,0.81,860.7,0,245
11/23/2017 10:00,9695,9411,232,356,22.4325,4.5,52,0.45,862.4,0,338
11/23/2017 11:00,9477,9209,258,256,19.445,5.5,45,0.71,862.7,0,385
11/23/2017 12:00,9417,9123,240,182,20.975,5.4,49,0.45,863.7,0,370
11/23/2017 13:00,9320,9103,171,125,22.9,6.1,44,0.67,863.6,0,307
11/23/2017 14:00,9308,9128,81,162,27.1225,0.8,71,1.53,860.7,0,186
11/23/2017 15:00,9418,9597,23,234,34.2425,0,68,1.28,860.4,0,78
11/23/2017 16:00,9651,9846,8,196,40.04,-0.9,68,1.22,860.1,0,3
11/23/2017 17:00,9711,9648,8,208,36.845,-0.8,67,1.44,860.6,0,0
11/23/2017 18:00,9344,9139,0,186,34.8575,-2.5,67,1.58,859.8,0,0
11/23/2017 19:00,8760,8513,0,157,35.9975,-2.6,65,1.14,860.1,0,0
11/23/2017 20:00,8149,7940,0,144,30.83,-1.3,61,1.42,861.4,0,0
11/23/2017 21:00,7941,7739,0,149,28.21,-1.3,62,1.36,861.6,0,0
11/23/2017 22:00,7414,7220,0,150,22.01,-0.5,61,1.13,862.4,0,0
11/23/2017 23:00,6776,6859,0,135,26.27,-0.3,61,1.27,862.7,0,0
11/24/2017 0:00,6488,6627,0,119,24.5425,-7.6,90,1.41,859.5,0,0
11/24/2017 1:00,6348,6449,0,88,24.5275,-4.1,94,1.35,861.6,0,0
11/24/2017 2:00,6209,6310,0,72,25.6625,-4,95,1.13,861.5,0,0
11/24/2017 3:00,6374,6494,0,46,28.3625,-4.4,94,0.99,861.2,0,0
11/24/2017 4:00,7037,7183,0,20,31.305,-3.8,96,0.64,860.9,0,0
11/24/2017 5:00,8064,8317,0,21,37.95,-5,96,1.2,859.9,0,0
11/24/2017 6:00,8886,9263,11,56,49,-6.5,94,1.7,858.4,0,0
11/24/2017 7:00,9217,9436,51,96,50.07,-4.9,91,2.55,859.7,0,11
11/24/2017 8:00,9302,9335,128,87,45.3725,0,79,2.2,862.1,0,110
11/24/2017 9:00,9326,9297,214,84,43,4.3,74,1.43,864.1,0,232
11/24/2017 10:00,9284,9271,278,145,42.4675,6.7,69,0.71,865,0,324
11/24/2017 11:00,9008,9055,295,194,41.04,7.7,63,0.45,864.8,0,369
11/24/2017 12:00,8842,8917,257,240,41,7.3,67,0.5,865.1,0,361
11/24/2017 13:00,8707,8814,175,283,41.61,7.3,63,1.32,864.4,0,271
11/24/2017 14:00,8662,8867,80,386,46.9975,6.6,66,1.39,863.7,0,190
11/24/2017 15:00,8818,9302,22,418,52.11,2.4,75,1.63,861.5,0,60
11/24/2017 16:00,9106,9526,8,427,60.295,-0.5,83,2.41,860.1,0,3
11/24/2017 17:00,9150,9271,8,418,58.005,-1.8,89,2.33,859.1,0,0
11/24/2017 18:00,8742,8702,0,392,55.2475,-1.5,90,2.05,859.6,0,0
11/24/2017 19:00,8147,8130,0,454,48.5025,-1.3,89,1.77,859.5,0,0
11/24/2017 20:00,7586,7552,0,402,44.0125,-1.4,90,1.63,859.4,0,0
11/24/2017 21:00,7484,7368,0,349,42.5775,-1.5,89,1.7,859,0,0
11/24/2017 22:00,7021,6941,0,391,38.8925,-1.6,87,1.42,858.7,0,0
11/24/2017 23:00,6387,6556,0,334,40.4675,-2.5,88,1.7,858.4,0,0
11/25/2017 0:00,6100,6262,0,312,37.755,-4,92,1.28,858.5,0,0
11/25/2017 1:00,5935,6107,0,322,37.6125,-4.5,96,1.2,858.5,0,0
11/25/2017 2:00,5755,5948,0,404,36.495,-4.9,95,1.13,857.5,0,0
11/25/2017 3:00,5786,6004,0,478,35.9525,-4.2,94,1.35,857.2,0,0
11/25/2017 4:00,6031,6302,0,528,36.0525,-4.2,95,1.56,856.5,0,0
11/25/2017 5:00,6392,6755,0,718,36.0875,-3.8,93,1.91,855.4,0,0
11/25/2017 6:00,6944,7411,9,834,39.2725,-2.7,88,2.27,854.8,0,0
11/25/2017 7:00,7346,7736,38,901,42.9025,-1.6,82,2.44,855.2,0,9
11/25/2017 8:00,7641,8024,98,1259,46.2025,0.6,76,2.06,855.7,0,84
11/25/2017 9:00,7722,8185,177,1633,46.3775,1.9,79,1.08,855.3,0,199
11/25/2017 10:00,7718,8218,244,1917,46.25,3,77,1.48,854.6,0,247
11/25/2017 11:00,7482,7987,263,2028,43.9975,7,58,0.67,855.4,0,275
11/25/2017 12:00,7286,7756,223,1920,41.0475,7.6,60,0.28,855.9,0,298
11/25/2017 13:00,7160,7704,144,1642,39.29,3.7,75,1.51,853.8,0,224
11/25/2017 14:00,7170,7789,63,1367,39.1375,5.1,72,3.01,856.6,0.2,105
11/25/2017 15:00,7373,8100,18,1538,40.3,1.2,100,1.32,857.9,2,10
11/25/2017 16:00,7704,8324,8,1745,45.9975,0.4,100,0.63,858.7,2.8,0
11/25/2017 17:00,7784,8113,8,1951,43.0975,0.2,100,1.25,859,2,0
11/25/2017 18:00,7461,7618,0,1883,39.3,-0.3,99,1.24,859.4,0.9,0
11/25/2017 19:00,6990,7326,0,1678,34.0725,-0.7,99,1.43,859.8,0.5,0
11/25/2017 20:00,6581,6912,0,1533,31.7,-1,96,0.67,859.8,0.4,0
11/25/2017 21:00,6604,6947,0,1429,31.53,-1.7,96,0.91,859.5,0.5,0
11/25/2017 22:00,6191,6536,0,1265,26.4975,-1.8,92,0.8,859.9,0.6,0
11/25/2017 23:00,6010,6240,0,1060,18.7875,-1.7,94,0.63,860.2,0.5,0
11/26/2017 0:00,5691,5963,0,986,12.61,-2.6,92,1.17,860.6,0.7,0
11/26/2017 1:00,5534,5870,0,1157,11.7175,-2.6,94,0.73,861,0.3,0
11/26/2017 2:00,5356,5793,0,1042,9.995,-2.6,96,1.17,861.2,0.6,0
11/26/2017 3:00,5348,5745,0,933,7.5025,-2.9,91,1.08,861.5,0.5,0
11/26/2017 4:00,5505,5961,0,1206,6.8025,-3,94,1.66,862.2,1.1,0
11/26/2017 5:00,5672,6191,0,1590,5.915,-3.7,90,2.53,862.4,1.5,0
11/26/2017 6:00,6181,6720,10,1710,7.4925,-4.3,91,2.28,863,0.4,0
11/26/2017 7:00,6576,7124,35,1793,11.04,-4.5,90,1.7,863.4,0.5,3
11/26/2017 8:00,6970,7587,84,1776,13.99,-4.5,87,1.3,863.8,0.7,25
11/26/2017 9:00,7234,7897,134,2012,14.54,-4.6,83,2.1,864.8,1.1,55
11/26/2017 10:00,7346,8026,168,2074,13.995,-4.5,82,1.93,865,1.4,97
11/26/2017 11:00,7133,7844,180,1997,12.4,-4.4,80,2.02,864.9,1.4,146
11/26/2017 12:00,6930,7642,162,2031,8.6025,-4.3,79,2.44,866,0.2,202
11/26/2017 13:00,6798,7552,114,2199,8.88,-4.8,73,1.84,865.8,0.1,120
11/26/2017 14:00,6779,7580,56,2193,11.78,-5.3,74,1.58,866,0,69
11/26/2017 15:00,6993,7946,18,2024,20.795,-6.2,80,1.1,865.8,0,51
11/26/2017 16:00,7446,8301,8,1838,27.33,-5.8,79,0.22,866.3,0,1
11/26/2017 17:00,7736,8323,8,1716,27.44,-6.4,81,0.32,866.1,0,0
11/26/2017 18:00,7535,8056,0,2058,22.995,-8.7,81,0.76,865.3,0.1,0
11/26/2017 19:00,7175,7912,0,2184,17.645,-10.4,82,1.17,864.4,0.1,0
11/26/2017 20:00,6788,7578,0,1900,17.53,-7.2,75,0.73,866.6,0.1,0
11/26/2017 21:00,6876,7600,0,1742,16.915,-7.2,78,0.71,866.7,0.2,0
11/26/2017 22:00,6446,7217,0,1904,11.585,-6.9,81,0.5,867.2,0.3,0
11/26/2017 23:00,6361,7046,0,1868,11.805,-6.9,84,0.81,867.2,0.3,0
11/27/2017 0:00,6088,6829,0,1614,10,-6.9,78,0.95,867.4,0.2,0
11/27/2017 1:00,5988,6707,0,1370,7.75,-6.6,80,0.98,867.4,0.1,0
11/27/2017 2:00,5881,6556,0,1168,8.775,-7.8,84,1,866.9,0.1,0
11/27/2017 3:00,6098,6774,0,1010,11.5875,-6.5,81,0.85,867.5,0.2,0
11/27/2017 4:00,6804,7550,0,895,21.105,-5.8,81,0.5,868,0.4,0
11/27/2017 5:00,7832,8741,0,1070,34.7925,-6.8,87,0.76,867.7,0.3,0
11/27/2017 6:00,8742,9767,10,1034,45.1675,-5.9,85,0.54,868.3,0.2,0
11/27/2017 7:00,9124,9980,41,955,44.295,-5.7,85,0.6,868.3,0.2,3
11/27/2017 8:00,9298,9942,110,922,41.695,-5.6,85,0.71,868.3,0.1,38
11/27/2017 9:00,9370,9949,188,800,38.7875,-4.6,79,1.14,868.2,0.1,97
11/27/2017 10:00,9354,9808,239,862,38.0725,-3.6,69,1.56,867.9,0.1,246
11/27/2017 11:00,9162,9581,253,1134,36.4475,-3.1,61,2.13,867.4,0,263
11/27/2017 12:00,9088,9530,222,1035,35.275,-2.9,60,2.05,867.5,0,209
11/27/2017 13:00,9012,9630,153,1068,35.1975,-3.4,60,1.06,866.4,0,211
11/27/2017 14:00,9032,9702,70,822,38.5025,-4.1,66,0.94,865.8,0,142
11/27/2017 15:00,9214,10154,20,756,41.0875,-3.2,58,0.22,866,0,45
11/27/2017 16:00,9490,10459,8,505,46.0075,-7.7,72,0.98,863.1,0,2
11/27/2017 17:00,9500,10298,8,280,44.505,-8.2,73,1.22,862.7,0,0
11/27/2017 18:00,9058,9748,0,167,40.145,-9.3,74,1.36,861.8,0,0
11/27/2017 19:00,8466,9152,0,195,37.055,-9.6,74,1.42,861.1,0,0
11/27/2017 20:00,7922,8576,0,260,30.825,-10.3,76,1.27,860.3,0,0
11/27/2017 21:00,7772,8356,0,438,28.8075,-10.8,77,1.2,859.4,0,0
11/27/2017 22:00,7266,7823,0,714,21.23,-11.4,81,1.13,858.6,0,0
11/27/2017 23:00,7353,7418,0,760,16.24,-11.1,84,1.06,858.2,0,0
11/28/2017 0:00,7054,7150,0,646,14.1,-8,79,1.08,859.7,0,0
11/28/2017 1:00,6920,6975,0,690,13,-7.7,77,0.92,859.5,0,0
11/28/2017 2:00,6789,6862,0,689,12.76,-7.3,77,1.14,858.9,0,0
11/28/2017 3:00,6966,7017,0,666,13.4975,-7.5,81,1.44,857.1,0,0
11/28/2017 4:00,7652,7622,0,619,20.1425,-9.1,84,1.64,855.6,0,0
11/28/2017 5:00,8778,8762,0,617,32.4975,-8.8,87,1.92,854.9,0,0
11/28/2017 6:00,9683,9702,9,523,37.4375,-9,87,2,854.2,0,0
11/28/2017 7:00,9979,9919,34,568,40,-8.9,86,1.86,854,0,6
11/28/2017 8:00,10018,9830,86,465,39.075,-6.8,78,1.22,854.7,0,76
11/28/2017 9:00,10011,9790,145,492,36.995,-2.7,65,1.22,856.3,0,180
11/28/2017 10:00,9998,9708,188,512,38.425,0,55,0.76,857.5,0,263
11/28/2017 11:00,9798,9487,199,649,38.32,1.2,51,0.72,856.9,0,312
11/28/2017 12:00,9730,9447,176,786,40.4175,0.1,62,0.58,856.9,0,307
11/28/2017 13:00,9664,9464,125,900,44.89,-1.2,68,1.06,855.5,0,228
11/28/2017 14:00,9700,9566,58,884,48.275,-1.5,74,0.98,855,0,126
11/28/2017 15:00,9921,9950,17,853,55.4,-2.8,78,0.92,854.1,0,34
11/28/2017 16:00,10164,10086,8,751,65.6925,-2.5,78,0.82,854.2,0,1
11/28/2017 17:00,10093,9837,8,852,63.93,-3.2,79,1.12,853.6,0,0
11/28/2017 18:00,9680,9284,0,770,58.0325,-4.2,84,1.53,852.7,0,0
11/28/2017 19:00,9126,8740,0,616,53.71,-5.4,85,1.64,851.8,0,0
11/28/2017 20:00,8509,8235,0,555,45,-5.5,84,1.86,851.6,0,0
11/28/2017 21:00,8304,8000,0,579,42.14,-5.8,82,1.7,851.4,0,0
11/28/2017 22:00,7788,7540,0,542,35.9175,-6.1,80,1.56,851.4,0,0
11/28/2017 23:00,7190,7148,0,484,34.6675,-6.2,81,1.49,851.1,0.1,0
11/29/2017 0:00,6892,6916,0,390,33.93,-8.2,83,2.22,850,0.1,0
11/29/2017 1:00,6760,6802,0,222,33.66,-7.3,82,1.17,850.8,0,0
11/29/2017 2:00,6620,6738,0,130,34.4425,-7.4,83,1.06,850.8,0.1,0
11/29/2017 3:00,6791,6850,0,102,35.9925,-7.2,83,1,850.5,0.1,0
11/29/2017 4:00,7468,7540,0,81,37.635,-7.1,83,0.86,850.1,0.1,0
11/29/2017 5:00,8531,8704,0,54,58.3775,-7.6,84,0.71,849.7,0,0
11/29/2017 6:00,9434,9709,9,52,80.4975,-9,81,0.78,848.5,0,0
11/29/2017 7:00,9758,9978,32,104,84.9975,-8.3,78,0.94,849.1,0,4
11/29/2017 8:00,9850,9954,78,114,82.0025,-6.3,76,0.86,850.2,0.1,40
11/29/2017 9:00,9878,9983,128,86,80.5,-2.4,62,0.72,851.9,0,198
11/29/2017 10:00,9863,10041,163,86,81.2425,-2.8,73,1.04,850.8,0,277
11/29/2017 11:00,9667,9863,169,100,77.615,-1.3,75,0.9,850.2,0,315
11/29/2017 12:00,9606,9845,136,106,79.405,0,65,0.92,851.2,0,332
11/29/2017 13:00,9529,9823,92,181,77.0025,-1,73,0.95,850.1,0,215
11/29/2017 14:00,9543,9940,45,269,79.0275,-2.6,81,1.3,849,0,172
11/29/2017 15:00,9733,10172,15,359,90.0075,-1.3,77,1.52,849.9,0,68
11/29/2017 16:00,9993,10260,8,308,115.1475,-5.7,85,1.51,847.5,0,1
11/29/2017 17:00,9948,9998,8,371,110.5325,-5.9,85,1.17,847.6,0,0
11/29/2017 18:00,9524,9450,0,369,89.35,-5.9,84,0.98,847.4,0.1,0
11/29/2017 19:00,8969,8941,0,532,76.835,-6.1,84,1.08,847.4,0.2,0
11/29/2017 20:00,8375,8342,0,630,61.0375,-5.1,82,0.98,847.7,0.1,0
11/29/2017 21:00,8204,8100,0,669,51.9975,-3.8,79,0.6,848.5,0.2,0
11/29/2017 22:00,7694,7622,0,657,40.94,-3.8,81,0.3,848.3,0.3,0
11/29/2017 23:00,7264,7257,0,577,42.9975,-3.8,85,0.57,848.2,0.5,0
11/30/2017 0:00,6967,6990,0,473,41.8475,-3.5,89,0.3,848.6,0.8,0
11/30/2017 1:00,6834,6934,0,396,39.995,-4.1,93,0.5,847.8,0.5,0
11/30/2017 2:00,6698,6823,0,342,38.9975,-4.1,94,0.64,847.5,0.5,0
11/30/2017 3:00,6870,6993,0,289,39.5,-4.2,95,0.64,847,0.6,0
11/30/2017 4:00,7553,7769,0,248,42.6325,-3.7,96,1.14,847.1,0.7,0
11/30/2017 5:00,8634,8843,0,274,59.1025,-3.9,89,1.63,847,1.1,0
11/30/2017 6:00,9548,9857,9,251,86.3975,-4.2,93,1.43,847.3,1.1,0
11/30/2017 7:00,9862,10184,20,345,98.795,-4.5,90,1.12,847.6,1.3,1
11/30/2017 8:00,9942,10269,49,444,95.48,-4.4,89,2.66,848.5,1.4,25
11/30/2017 9:00,9959,10365,80,669,93.005,-4.9,83,2.06,849,0.6,72
11/30/2017 10:00,9939,10386,100,994,92.7175,-4.6,84,1.63,849.5,0.3,125
11/30/2017 11:00,9740,10188,107,1152,84.485,-4.8,81,1.64,849.1,0.5,84
11/30/2017 12:00,9672,10087,94,1434,84.8275,-4.3,74,2.28,849.8,0.4,104
11/30/2017 13:00,9590,10009,67,1772,84.94,-4.4,71,1.86,849.5,0.2,105
11/30/2017 14:00,9602,10088,32,1958,88.48,-4.8,76,1.35,849.7,0.1,85
11/30/2017 15:00,9771,10354,12,1922,94.98,-6.8,86,1.13,849.2,0.1,39
11/30/2017 16:00,10033,10446,8,1601,115.2075,-5.7,83,0.81,850.5,0,1
11/30/2017 17:00,10027,10185,8,1371,107.0125,-7.7,87,1.49,849.8,0,0
11/30/2017 18:00,9614,9651,0,1228,88.0575,-7.9,85,1.49,850.2,0,0
11/30/2017 19:00,9050,9048,0,996,70.36,-8.5,83,1.61,850.3,0,0
11/30/2017 20:00,8446,8526,0,815,56.995,-9.9,83,1.46,849.9,0,0
11/30/2017 21:00,8259,8402,0,646,50.41,-11.2,83,1.12,849.4,0,0
11/30/2017 22:00,7740,7873,0,592,41.3,-12.1,83,1.3,849.4,0,0
11/30/2017 23:00,7670,7608,0,630,38.295,-12.3,84,1.03,849.4,0,0
12/1/2017 0:00,7392,7291,0,690,37.71,-14.4,89,1.58,848.8,0,0
12/1/2017 1:00,7217,7196,0,534,36.8725,-14.4,88,1.2,848.8,0,0
12/1/2017 2:00,7075,7147,0,447,35.77,-15.7,87,1.06,848.2,0,0
12/1/2017 3:00,7244,7256,0,340,36.5625,-15.7,84,0.92,848.4,0,0
12/1/2017 4:00,7903,7962,0,229,38.165,-15.7,81,0.92,848.7,0,0
12/1/2017 5:00,8983,8948,0,82,54.655,-16.1,79,0.92,848.4,0,0
12/1/2017 6:00,9871,9915,9,31,80.9025,-16,77,0.85,848.6,0,0
12/1/2017 7:00,10186,10168,30,19,91.2625,-16,75,0.71,849,0,5
12/1/2017 8:00,10217,10119,76,15,89.9975,-15.3,71,1.36,849.8,0,93
12/1/2017 9:00,10204,10090,128,8,86.9975,-6.9,49,0.92,854.4,0,213
12/1/2017 10:00,10132,9986,167,7,83.3575,-4.5,46,0.89,855.2,0,304
12/1/2017 11:00,9908,9711,180,6,79.89,-2.9,45,0.86,855.1,0,347
12/1/2017 12:00,9743,9512,161,6,77.8125,-4.4,60,0.89,855.9,0,328
12/1/2017 13:00,9662,9374,114,5,78.6125,-5,65,0.91,855.3,0,244
12/1/2017 14:00,9707,9440,53,13,81.3625,-5.9,74,1.2,855.1,0,156
12/1/2017 15:00,10096,9873,16,14,86.7175,-5.3,73,1.3,856.2,0,60
12/1/2017 16:00,10442,10146,8,6,100.8975,-10.5,83,1.14,854.3,0,1
12/1/2017 17:00,10212,9935,8,5,95.005,-10.7,81,1.41,854.7,0,0
12/1/2017 18:00,9608,9345,0,10,82.9225,-12.6,82,1.56,854.1,0,0
12/1/2017 19:00,8998,8856,0,13,62.18,-13.6,84,1.41,854.3,0,0
12/1/2017 20:00,8428,8297,0,12,52.5125,-14.2,85,1.2,854.5,0,0
12/1/2017 21:00,8340,8225,0,14,46.3025,-14.3,85,1.2,854.9,0,0
12/1/2017 22:00,7874,7810,0,41,38.9975,-14.5,84,1.06,855.3,0,0
12/1/2017 23:00,7088,7405,0,92,41.9875,-14.5,85,1.13,855.5,0,0
12/2/2017 0:00,6786,7122,0,147,38.8225,-14,86,0.78,856,0,0
12/2/2017 1:00,6618,6937,0,140,37.5725,-14.4,85,0.85,856.6,0,0
12/2/2017 2:00,6394,6742,0,101,37.1675,-14.9,82,0.64,856.8,0,0
12/2/2017 3:00,6417,6779,0,133,37.67,-15.6,82,0.57,857,0,0
12/2/2017 4:00,6678,7077,0,211,37.8125,-15.6,81,0.64,857.5,0,0
12/2/2017 5:00,6990,7447,0,272,38.29,-16.1,81,0.57,857.6,0,0
12/2/2017 6:00,7621,8093,14,313,42.01,-16.6,81,0.5,858,0,0
12/2/2017 7:00,8044,8470,66,318,47.99,-16.7,79,0.85,858.6,0,4
12/2/2017 8:00,8353,8710,158,422,47.8525,-12.2,71,0.92,861.7,0,89
12/2/2017 9:00,8442,8750,254,489,47.0025,-9.2,67,0.2,863.3,0,211
12/2/2017 10:00,8424,8722,322,589,46.1375,-7.2,63,0.54,863.7,0,305
12/2/2017 11:00,8208,8531,339,652,43.28,-8.6,72,1.26,862.1,0,353
12/2/2017 12:00,8003,8336,298,730,41.11,-6.4,67,0.82,864,0,351
12/2/2017 13:00,7901,8270,213,848,38.94,-6.9,69,1.24,863.4,0,284
12/2/2017 14:00,7934,8363,99,854,41.85,-8.4,76,1.17,863.2,0,186
12/2/2017 15:00,8188,8761,24,873,50.3325,-7.5,76,1.3,864,0,68
12/2/2017 16:00,8570,9008,8,833,52.005,-8.7,78,0.54,863.5,0,1
12/2/2017 17:00,8564,8840,8,899,50.29,-12.6,84,0.67,861.5,0,0
12/2/2017 18:00,8128,8315,0,1105,44.61,-12.9,84,0.5,861.5,0,0
12/2/2017 19:00,7696,7998,0,1042,41.025,-13.1,81,0.81,861.8,0,0
12/2/2017 20:00,7303,7584,0,976,37.4525,-13.8,80,1.08,861.6,0,0
12/2/2017 21:00,7391,7605,0,850,35.995,-14.1,82,1.08,861.7,0,0
12/2/2017 22:00,6970,7187,0,797,30.7625,-14.3,84,1.17,861.4,0,0
12/2/2017 23:00,6582,6879,0,820,30.2125,-14.6,84,0.94,861.1,0,0
12/3/2017 0:00,6204,6599,0,953,26.5525,-14.3,82,0.86,862.4,0,0
12/3/2017 1:00,6047,6471,0,1244,24.9975,-14,81,0.76,862.3,0,0
12/3/2017 2:00,5879,6340,0,1232,23.7275,-14.5,82,0.67,862,0,0
12/3/2017 3:00,5861,6275,0,1050,23.5725,-13.8,80,0.89,862.1,0,0
12/3/2017 4:00,6011,6393,0,1136,23.0575,-12.2,79,1.2,863.3,0,0
12/3/2017 5:00,6074,6608,0,1265,22.99,-13.4,85,1.5,863.2,0,0
12/3/2017 6:00,6556,7212,9,1594,25.205,-12.1,84,1,864,0.1,0
12/3/2017 7:00,6938,7627,30,1810,28.74,-12.4,83,0.9,864,0,2
12/3/2017 8:00,7314,7976,82,1754,30.09,-11.6,82,1.04,864.5,0,38
12/3/2017 9:00,7542,8174,144,1948,32.8925,-9.7,75,0.64,865.6,0,97
12/3/2017 10:00,7602,8287,189,2020,35.75,-9.7,80,0.71,865.1,0,148
12/3/2017 11:00,7422,8107,204,2083,32.9725,-8.9,76,0.5,865.1,0,217
12/3/2017 12:00,7226,7948,181,2159,31.3725,-7.8,72,1.03,865.5,0,191
12/3/2017 13:00,7069,7776,126,2188,30.595,-7.6,71,0.85,865.1,0,171
12/3/2017 14:00,7094,7814,54,2146,31.0025,-7.5,72,0.81,865.1,0,110
12/3/2017 15:00,7386,8206,16,2070,35.6075,-8.9,80,1.1,864.6,0,45
12/3/2017 16:00,7814,8498,8,1892,39.995,-7.9,74,0.28,865.5,0,1
12/3/2017 17:00,8024,8521,8,1790,40.89,-10.4,79,0.45,864.1,0,0
12/3/2017 18:00,7849,8234,0,1705,37.8275,-12.1,80,0.36,863.6,0,0
12/3/2017 19:00,7488,7978,0,1491,32.97,-15.1,81,0.81,862.4,0,0
12/3/2017 20:00,7166,7710,0,1402,31.23,-15.4,78,1.21,862.5,0,0
12/3/2017 21:00,7306,7819,0,1128,31.025,-16.7,78,1.71,862,0,0
12/3/2017 22:00,6948,7368,0,1130,25.215,-16.7,77,1.66,862.3,0,0
12/3/2017 23:00,6951,7162,0,1000,17.7225,-13,73,1.03,864.5,0,0
12/4/2017 0:00,6633,6916,0,1051,13.8275,-12.5,73,1.71,865.3,0,0
12/4/2017 1:00,6525,6813,0,1047,11.2875,-11,72,0.89,866,0.1,0
12/4/2017 2:00,6406,6740,0,1014,10.0525,-10.8,73,0.89,865.9,0,0
12/4/2017 3:00,6635,6954,0,1109,10.8525,-9.8,72,0.67,865.9,0.1,0
12/4/2017 4:00,7352,7744,0,1143,19.8975,-9.4,73,0.76,865.9,0.1,0
12/4/2017 5:00,8366,8873,0,1090,36.795,-8.7,74,0.73,866.2,0.1,0
12/4/2017 6:00,9328,9888,9,1200,43.2975,-8.1,77,0.91,866.7,0.2,0
12/4/2017 7:00,9624,10200,24,1342,44.87,-8.5,81,1.1,866.6,0.2,2
12/4/2017 8:00,9748,10281,60,1371,43.195,-7.4,82,1,867.7,0.2,25
12/4/2017 9:00,9782,10340,103,1438,43.0425,-5.9,81,0.82,868.5,0.2,52
12/4/2017 10:00,9753,10383,134,1488,42.2225,-4.5,81,0.85,868.9,0.2,98
12/4/2017 11:00,9575,10259,145,1635,40.8,-3.1,76,1.41,868.9,0.1,115
12/4/2017 12:00,9456,10200,132,1444,42.005,-2.6,76,2.16,869,0.1,129
12/4/2017 13:00,9385,10130,94,1438,42.995,-2.5,79,1.2,868.6,0.2,89
12/4/2017 14:00,9438,10144,44,1719,47.0175,-2.6,85,0.85,868.7,0.4,54
12/4/2017 15:00,9712,10314,14,1728,50.5,-2.9,89,1.08,868.9,0.6,15
12/4/2017 16:00,10029,10397,8,1678,54.575,-3.1,92,0.98,869.5,1,0
12/4/2017 17:00,9982,10147,8,1778,52.24,-3.1,95,1.32,869.4,1.1,0
12/4/2017 18:00,9488,9667,0,2035,48.495,-3.2,96,1.34,869.7,1.2,0
12/4/2017 19:00,8937,9090,0,2109,41.5525,-3.1,95,1.53,870.3,1,0
12/4/2017 20:00,8387,8455,0,2111,37.4,-3.2,95,1.5,870.6,0.9,0
12/4/2017 21:00,8220,8298,0,2058,34.095,-3,95,1.92,870.8,0.8,0
12/4/2017 22:00,7725,7764,0,2051,29.28,-3.1,95,1.64,871.4,1.1,0
12/4/2017 23:00,7863,7348,0,1906,28.9925,-3.4,96,1.28,871.9,1.3,0
12/5/2017 0:00,7575,7100,0,1847,26.62,-3.8,96,1.61,872.7,0.9,0
12/5/2017 1:00,7418,6977,0,1538,25.3175,-3.6,96,1.43,872.9,0.8,0
12/5/2017 2:00,7288,6835,0,1365,23.99,-3.6,96,1.72,873.5,0.9,0
12/5/2017 3:00,7458,7000,0,1443,24.0025,-3.7,96,1.39,873.6,0.7,0
12/5/2017 4:00,8127,7644,0,1524,29.0025,-3.7,95,1.21,874.1,0.6,0
12/5/2017 5:00,9272,8755,0,1190,38,-3.7,96,1.24,874.3,0.8,0
12/5/2017 6:00,10166,9742,8,1024,45.095,-3.8,96,1,874.4,0.7,0
12/5/2017 7:00,10458,9992,24,1103,45.205,-3.8,95,0.95,874.6,0.4,1
12/5/2017 8:00,10459,10052,64,1349,41.9975,-3.8,94,0.81,874.9,0.3,31
12/5/2017 9:00,10423,10083,114,1576,42.575,-3,91,0.82,875.5,0.3,42
12/5/2017 10:00,10366,10087,150,1926,40.9975,-2.4,88,1.24,875.9,0.3,72
12/5/2017 11:00,10164,9940,161,2091,39.0025,-2.2,87,1.12,875.6,0.2,58
12/5/2017 12:00,10108,9898,143,2218,40.0075,-1.8,87,1.64,876.3,0.1,75
12/5/2017 13:00,10092,9814,100,2245,39.995,-1.8,86,1.25,876.3,0.2,49
12/5/2017 14:00,10175,9848,46,2186,40.995,-1.8,86,0.95,876.4,0.2,49
12/5/2017 15:00,10531,10046,14,2068,43.12,-2.3,90,0.6,876.3,0.1,15
12/5/2017 16:00,10828,10122,8,1880,46.4975,-2.2,88,1,876.2,0.1,0
12/5/2017 17:00,10617,9862,8,1693,42.6325,-2.6,87,0.85,876,0,0
12/5/2017 18:00,10042,9292,0,1884,39.1675,-3.5,87,0.8,875.7,0,0
12/5/2017 19:00,9406,8830,0,1943,35.99,-3.4,85,0.82,875.5,0,0
12/5/2017 20:00,8791,8364,0,1825,32.005,-3.8,83,0.82,875.4,0,0
12/5/2017 21:00,8641,8180,0,1821,27.05,-4,81,1.1,875.2,0,0
